206100,259103,1
057213,357101,1
255215,259103,3
203167,205275,1
203167,357110,1
261769,261791,1
255739,255786,2
204764,270711,4
270791,961731,5
961731,961792,1
264701,264741,1
255722,255770,20
261706,261791,1
255786,255786,1
312708,312792,1
140104,215205,5
215206,356100,2
415291,421281,60
421281,421291,60
408708,408763,4
421863,421892,9
421828,422713,9
408704,412761,1
430716,430753,7
430753,430783,7
430783,430799,7
321224,562211,76
012200,215208,1
071416,203229,5
006203,203229,2
057135,203209,1
057135,203229,1
203206,610114,1
701101,703322,3
019101,703243,1
705727,705762,29
705762,705767,29
705767,705768,29
705768,705772,29
705772,705778,29
705778,705779,28
705779,705784,28
705784,705792,29
705792,705797,1
703702,703711,43
703711,703747,40
703747,703797,43
703711,703740,3
703740,703747,3
702725,703702,65
703702,703791,65
703791,703797,65
702717,702725,50
702718,702742,10
702742,702756,10
702757,702791,10
705778,705784,1
201100,751202,3
154104,751301,2
201114,851251,2
050111,851273,1
127203,140104,1
002191,127207,1
011153,021101,2
201115,357101,2
177215,357110,4
178732,178776,2
057129,103271,2
951102,957213,2
050104,851100,1
510100,954310,1
176100,954310,1
960121,960212,24
960212,960231,24
953212,953261,35
954100,955102,157
679802,679804,5
888231,888341,1
888744,888782,3
907701,907710,10
030101,159100,2
050103,176101,7
014270,140104,35
013103,057133,6
013103,057132,1
013103,751100,1
018103,140104,36
159100,751100,2
029701,029711,4
057205,057284,40
054810,055771,4
055771,071736,6
063702,063704,18
053770,055771,5
101100,140104,275
140104,210100,4
050103,101201,3
011100,101113,1
112103,112108,43
159701,159723,3
167703,167711,10
154711,169701,2
159801,160725,1
140104,203115,932
140104,168101,2
168101,203115,2
202103,204111,76
201111,203111,32
203743,203879,5
206783,219731,1
209731,230751,1
202873,213714,1
140104,203107,1
203107,205103,1
259108,261216,2
264701,264707,10
264707,264741,10
253717,253732,3
057127,205100,1
057127,126101,1
311701,311704,2
303712,303735,5
324701,324704,1
324702,324707,1
332881,332885,1
109100,751101,2
140104,353100,2
203115,356101,8
203115,353100,69
203115,211100,77
140104,356101,4
055701,352712,16
352311,352791,5
352832,352842,7
140104,207135,65
202146,261111,1
202146,359202,1
408704,408705,10
422711,422713,60
401761,401792,6
401792,408704,6
401702,422711,6
405712,405753,9
405753,405794,9
407725,422711,9
421712,421713,20
421717,422711,20
426701,426761,6
408704,408761,4
405712,405761,3
405761,405783,3
421812,421813,14
421813,421831,14
421831,421861,8
429711,429781,4
407713,407723,2
407753,422711,2
415903,415981,4
421831,421951,6
401811,401812,3
127100,203173,1
203173,357101,2
513111,513114,75
301233,514161,70
520714,520716,6
510716,510721,6
201111,202143,1
601758,601765,8
605791,605795,1
605741,605751,1
201114,703103,2
702702,705711,34
705711,705712,34
705712,705721,34
705721,705743,34
701714,702701,32
702701,702702,32
702702,703701,91
703701,703740,91
703740,705722,91
701714,702702,59
705722,705723,59
702710,702751,15
702751,702752,15
003191,751106,1
801707,801711,3
011251,126101,1
127100,571113,155
951102,951103,109
676701,676702,20
676702,676703,20
676703,676704,20
679800,679802,5
627712,627732,3
888702,888703,9
888703,888705,8
888705,888744,8
266723,266792,2
910703,910709,6
906703,906789,5
906789,906789,5
